"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA03004557",-4.89674384016555,10.0724238074078,28.4758837686465,1.97069286873969e-05,7.86677802535195e-05,FALSE,"3946.8305"," 132.5193","BraA03004557","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA03002322",-3.30851951978378,2.19614163276563,28.4724521839145,1.97225923599133e-05,7.87103457771389e-05,FALSE,"12.6281511"," 1.2504052","BraA03002322","AT2G41710","AT2G41710","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA02003781",-1.59309328805845,4.78380223994332,28.4694359135435,1.97363714897259e-05,7.87453706586274e-05,FALSE,"63.99870","21.24974","BraA02003781","AT3G28740","CYP81D11","Cytochrome P450 superfamily protein","-","-"
"BraA02000877",-1.30756658103555,3.01190826077711,28.4568013233937,1.97942035912628e-05,7.89360943821831e-05,FALSE,"12.930254"," 5.206662","BraA02000877","AT5G19150","AT5G19150","pfkB-like carbohydrate kinase family protein","-","-"
"BraA08001290",-1.12610199860656,3.89229071357668,28.412607609907,1.99979454260256e-05,7.96880154444664e-05,FALSE,"21.491883"," 9.826326","BraA08001290","AT4G16800","AT4G16800","ATP-dependent caseinolytic (Clp) protease/crotonase family protein","-","-"
"BraA09001762",-1.0065284497382,4.26906875594736,28.4103975007209,2.00081941926779e-05,7.96885062228617e-05,FALSE,"30.46150","15.14494","BraA09001762","AT1G60900","AT1G60900","U2 snRNP auxilliary factor, large subunit, splicing factor","-","-"
"BraA03004626",-4.27883599566206,7.10519916065662,28.362056457472,2.02337976839191e-05,8.04445505291453e-05,FALSE,"272.29213"," 13.99757","BraA03004626","AT5G23240","AT5G23240","DNAJ heat shock N-terminal domain-containing protein","-","-"
"BraA06000862",-1.26559968966352,4.04653117865632,28.3462639312989,2.03080985510006e-05,8.06991848504795e-05,FALSE,"28.71300","11.93868","BraA06000862","AT1G52150","ATHB-15","Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein","YES","YES"
"BraA07002321",-2.67011233993419,5.29141114331892,28.3437112357306,2.03201363448362e-05,8.07266395930646e-05,FALSE,"62.492224"," 9.768364","BraA07002321","AT3G62150","ABCB21","P-glycoprotein 21","-","-"
"BraA08003461",-2.09467545319466,2.19211620884534,28.3379233994941,2.03474589140345e-05,8.08147876121379e-05,FALSE,"10.473073"," 2.448846","BraA08003461","AT1G13960","WRKY4","WRKY DNA-binding protein 4","YES","-"
"BraA04002545",-1.25144936122831,6.47792802119626,28.3109754848031,2.04751989150542e-05,8.12606230264634e-05,FALSE,"164.95886"," 69.29412","BraA04002545","AT2G35050","AT2G35050","kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein","-","-"
"BraA03001875",-1.02087868221777,3.47324016333424,28.2847155332189,2.06005174806099e-05,8.17373695852783e-05,FALSE,"17.715094"," 8.726594","BraA03001875","AT2G33630","AT2G33630","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08000255",-1.33787760778228,5.52587095834328,28.2774801750522,2.06351927312172e-05,8.18543179408667e-05,FALSE,"66.94022","26.47649","BraA08000255","AT1G51590","MNS1","alpha-mannosidase 1","-","-"
"BraA03001076",-1.04232776862753,3.82619120863679,28.2759063123615,2.06427438287338e-05,8.18636401774428e-05,FALSE,"26.097637","12.650404","BraA03001076","AT5G22060","J2","DNAJ homologue 2","-","-"
"BraA02002258",-1.47979541276587,2.95781653267504,28.2706232705809,2.06681128591097e-05,8.19436011089134e-05,FALSE,"13.519077"," 4.844147","BraA02002258","AT1G72125","AT1G72125","Major facilitator superfamily protein","-","-"
"BraA09006372",-2.41943657836255,4.73912305041065,28.24784086106,2.07779025612658e-05,8.22959703860906e-05,FALSE,"59.22157","11.14100","BraA09006372","AT1G13260","RAV1","related to ABI3/VP1 1","YES","YES"
"BraA08001317",-1.77468467886845,3.27560365314219,28.2342347131326,2.08437738335481e-05,8.25361006641628e-05,FALSE,"17.901535"," 5.217469","BraA08001317","AT5G52440","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106","-","-"
"BraA06001076",-1.09163464001102,4.51595362381851,28.20603664454,2.09810132301755e-05,8.28918544786553e-05,FALSE,"38.20683","17.94953","BraA06001076","AT1G48790","AMSH1","associated molecule with the SH3 domain of STAM 1","-","-"
"BraA09004829",-1.1266513931006,4.25705696154185,28.2015126864096,2.10031225982153e-05,8.29583813540549e-05,FALSE,"29.40735","13.46249","BraA09004829","AT3G54630","AT3G54630","kinetochore protein","-","-"
"BraA09006193",-1.21944498793022,4.70638520946687,28.1844939188496,2.10865235674264e-05,8.31625860564497e-05,FALSE,"43.66317","18.73187","BraA09006193","AT1G15750","TPL","Transducin family protein / WD-40 repeat family protein","-","YES"
"BraA03001163",-1.43726016562538,5.89344762448026,28.1780969065044,2.11179654171899e-05,8.32448724434183e-05,FALSE," 88.90105"," 32.81598","BraA03001163","AT5G59890","ADF4","actin depolymerizing factor 4","-","-"
"BraA09005303",-2.98184605170104,6.3578724781197,28.1326646681003,2.1342741486249e-05,8.40075133775655e-05,FALSE,"154.55338"," 19.52570","BraA09005303","AT3G60130","BGLU16","beta glucosidase 16","-","-"
"BraA03000884",-1.79553464159824,2.23689972335567,28.1241812464568,2.13850008955895e-05,8.41079245618638e-05,FALSE,"8.917081","2.553569","BraA03000884","AT5G18110","NCBP","Putative cap-binding protein","-","-"
"BraA05004634",-7.32906397643294,1.47201794539924,28.1154504699071,2.14285875483234e-05,8.42582982789433e-05,FALSE," 6.64554353"," 0.02488112","BraA05004634","AT3G02610","AT3G02610","plant stearoyl-acyl-carrier desaturase family protein","-","-"
"BraA09000570",-1.17557501542527,4.21563560054025,28.1137969906796,2.14368530917016e-05,8.42697471686771e-05,FALSE,"30.33133","13.44361","BraA09000570","AT5G26751","SK 11","shaggy-related kinase 11","-","-"
"BraA09005863",-2.03822499806643,6.78854719583823,28.0594605833273,2.17104134011566e-05,8.52386896817671e-05,FALSE,"239.79165"," 58.39615","BraA09005863","AT2G21560","AT2G21560","nucleolar-like protein","-","-"
"BraA07002150",-1.61061353391061,2.76431768697993,28.0468176035898,2.1774608500315e-05,8.54438293603854e-05,FALSE,"14.423561"," 4.704469","BraA07002150","AT3G58500","PP2A-4","protein phosphatase 2A-4","-","-"
"BraA03002301",-1.8037294124004,2.27391480580168,28.0454064072773,2.17817866919933e-05,8.54438293603854e-05,FALSE,"9.167967","2.620318","BraA03002301","AT2G41220","GLU2","glutamate synthase 2","-","-"
"BraA03000788",-4.18348101596552,5.40937558634735,28.0448973743648,2.1784376570726e-05,8.54438293603854e-05,FALSE,"128.981339","  7.095983","BraA03000788","AT5G16370","AAE5","acyl activating enzyme 5","-","-"
"BraA07002750",-3.42297892292198,2.30204579887862,28.0217157565285,2.190267672421e-05,8.58009287304792e-05,FALSE,"10.2305122"," 0.9347511","BraA07002750","AT1G72360","ERF73","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA05003750",-1.58846536924269,3.23425165455425,28.0125727709021,2.194952712541e-05,8.59630646812524e-05,FALSE,"15.172389"," 5.053170","BraA05003750","AT3G13700","AT3G13700","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA01001584",-3.33051862439076,2.40117632283797,27.9516257639641,2.22646306057105e-05,8.70478244702491e-05,FALSE,"14.664030"," 1.465120","BraA01001584","AT4G24230","ACBP3","acyl-CoA-binding domain 3","-","-"
"BraA09002430",-1.27923975207946,4.66590178949012,27.9515129069786,2.22652186351476e-05,8.70478244702491e-05,FALSE,"40.98948","16.88165","BraA09002430","AT2G01410","AT2G01410","NHL domain-containing protein","-","-"
"BraA01002224",-1.50656461066447,5.57654062568219,27.9254765620334,2.240133091293e-05,8.75364817699895e-05,FALSE,"93.39524","32.90847","BraA01002224","AT4G16330","AT4G16330","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA10003039",-1.9646777295475,5.02708124183502,27.9101077878679,2.24821001654997e-05,8.78302945160002e-05,FALSE,"49.59342","12.70942","BraA10003039","AT5G03730","CTR1","Protein kinase superfamily protein","-","YES"
"BraSca000399",-1.01626820229936,4.89733284006171,27.8818938298961,2.26312020648043e-05,8.82813185873653e-05,FALSE,"47.45509","23.47156","BraSca000399","AT1G43850","SEU","SEUSS transcriptional co-regulator","-","YES"
"BraA08003080",-3.13097776176636,5.96217391899196,27.8607769794208,2.27435018311872e-05,8.86974030780196e-05,FALSE,"111.45145"," 12.61535","BraA08003080","AT1G22570","AT1G22570","Major facilitator superfamily protein","-","-"
"BraA05004217",-1.95141552079372,5.02201146034203,27.8585664167551,2.27552926478778e-05,8.87214035862267e-05,FALSE,"79.96385","20.67666","BraA05004217","AT3G07880","SCN1","Immunoglobulin E-set superfamily protein","-","-"
"BraA04003265",-1.51344812920096,3.75292978951468,27.7856298485954,2.31480795986055e-05,9.01635171695249e-05,FALSE,"23.939237"," 8.391228","BraA04003265","AT2G46000","AT2G46000","LDL receptor wingless signaling/trafficking chaperone","-","-"
"BraA06003662",-1.85936096317111,4.09209410186002,27.7822997852703,2.31661882744133e-05,9.01894146523039e-05,FALSE,"43.616864","12.013652","BraA06003662","AT5G24870","AT5G24870","RING/U-box superfamily protein","-","-"
"BraA03000734",-1.68131632330319,3.74261769242063,27.780535712104,2.31757874379736e-05,9.02044743505697e-05,FALSE,"21.582279"," 6.729954","BraA03000734","AT4G22390","AT4G22390","F-box associated ubiquitination effector family protein","-","-"
"BraA10002227",-1.4140818650357,3.0987078402874,27.755591678579,2.33119840158596e-05,9.06413688360644e-05,FALSE,"17.022583"," 6.382535","BraA10002227","AT5G14420","RGLG2","RING domain ligase2","-","-"
"BraA05003490",-1.02566978597009,4.055197582285,27.744293223618,2.33739608727514e-05,9.07471357761419e-05,FALSE,"26.78811","13.14166","BraA05003490","AT3G16310","AT3G16310","mitotic phosphoprotein N' end (MPPN) family protein","-","-"
"BraA09005464",-1.91662364758575,4.89043407389722,27.7392338712715,2.34017716711966e-05,9.0792182919555e-05,FALSE,"69.39051","18.37494","BraA09005464","AT3G62190","AT3G62190","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03003237",-1.69737405559682,6.30909826922852,27.7099557390881,2.35634194932135e-05,9.12818918997047e-05,FALSE,"174.44658"," 53.77148","BraA03003237","AT3G01590","AT3G01590","Galactose mutarotase-like superfamily protein","-","-"
"BraA04002722",-1.90830451902684,4.33391403124276,27.6971679803287,2.36344029340144e-05,9.15142686793078e-05,FALSE,"28.052206"," 7.456517","BraA04002722","AT2G37678","FHY1","far-red elongated hypocotyl 1","-","-"
"BraA01001837",-1.07302854832934,9.15099147252821,27.6704500317826,2.37834632834713e-05,9.20103570593527e-05,FALSE," 872.4413"," 414.7013","BraA01001837","AT4G26630","AT4G26630","DEK domain-containing chromatin associated protein","-","-"
"BraA05000793",-3.22124181844737,2.64815706810186,27.6631415997911,2.38244152047535e-05,9.21366818974987e-05,FALSE,"15.517071"," 1.680369","BraA05000793","AT2G39705","RTFL8","ROTUNDIFOLIA like 8","-","-"
"BraA10001786",-1.18951861906429,4.66603562436076,27.6545981074088,2.38723849200893e-05,9.22995182122832e-05,FALSE,"48.08997","21.09103","BraA10001786","AT5G19950","AT5G19950","tudor domain protein (DUF1767)","-","-"
"BraA03006533",-6.10083352783965,4.0871718899888,27.6444345864981,2.39295876176868e-05,9.24140144852764e-05,FALSE,"61.0369904"," 0.8566714","BraA03006533","AT4G37740","GRF2","growth-regulating factor 2","YES","YES"
"BraA03002038",-2.11919011565196,2.92789136383035,27.6441344473622,2.39312791369649e-05,9.24140144852764e-05,FALSE,"18.025020"," 4.125367","BraA03002038","AT2G37150","AT2G37150","RING/U-box superfamily protein","-","-"
"BraA06000717",-2.35177346585297,6.20961663098818,27.6365502894499,2.39740650140086e-05,9.25108564159098e-05,FALSE,"150.87561"," 29.57353","BraA06000717","AT1G54095","AT1G54095","DUF1677 family protein, putative (DUF1677)","-","-"
"BraA07002650",-1.55505621564443,5.10104422417265,27.5944450638128,2.42131194302418e-05,9.32504281458298e-05,FALSE,"52.33345","17.83291","BraA07002650","AT1G74910","AT1G74910","ADP-glucose pyrophosphorylase family protein","-","-"
"BraA01001388",-1.36984269310332,5.72111626763933,27.585507260699,2.42641971736469e-05,9.34242816813118e-05,FALSE,"80.84785","31.28234","BraA01001388","AT4G22260","IM","Alternative oxidase family protein","-","-"
"BraA02001942",-4.98542859380909,1.87827375827799,29.5646723938106,2.44049300284812e-05,9.38450409163006e-05,FALSE,"14.29041818"," 0.41051496","BraA02001942","AT1G67600","AT1G67600","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA08003774",-2.86412473474751,2.80405134996182,27.5609555314699,2.4405109621511e-05,9.38450409163006e-05,FALSE,"24.747400"," 3.377547","BraA08003774","AT1G08180","AT1G08180","cyclin-dependent kinase inhibitor","-","-"
"BraA02000553",-1.2181994249249,3.8720677654858,27.554731857413,2.44409711206173e-05,9.39440501681358e-05,FALSE,"25.64450","11.01537","BraA02000553","AT5G13780","AT5G13780","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA03003352",-1.1949713696388,4.17427101808172,27.538147013484,2.45368150750096e-05,9.42664069515869e-05,FALSE,"27.06778","11.81957","BraA03003352","AT3G04160","AT3G04160","U11/U12 small nuclear ribonucleoprotein","-","-"
"BraA01002234",-1.13088346191821,5.23933849844544,27.4920008972444,2.48056522349499e-05,9.52295039458808e-05,FALSE,"51.59090","23.55468","BraA01002234","AT4G16180","AT4G16180","transmembrane protein","-","-"
"BraA02003733",-1.1440712394227,5.00186328203076,27.4376009257476,2.51266972896501e-05,9.63367678332944e-05,FALSE,"49.94519","22.58182","BraA02003733","AT3G27530","GC6","golgin Putative 6","-","-"
"BraA03003087",-1.78350324292812,3.52592456148378,27.4369108871332,2.51307985211885e-05,9.63367678332944e-05,FALSE,"12.782458"," 3.684326","BraA03003087","AT4G02370","AT4G02370","pectinesterase (Protein of unknown function, DUF538)","-","-"
"BraA07001761",-2.34827890706702,3.3340543831473,27.4119610866692,2.52795775302855e-05,9.68363471225829e-05,FALSE,"19.170963"," 3.731680","BraA07001761","AT3G53210","UMAMIT6","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA03005435",-1.46964984490617,3.54038031389649,27.3875854625635,2.54258585336843e-05,9.72783211765171e-05,FALSE,"21.180591"," 7.632594","BraA03005435","AT4G23340","AT4G23340","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA10001718",-1.59259385380617,5.31051189014129,27.3815923568284,2.54619647463325e-05,9.73927886044406e-05,FALSE,"90.19700","29.92669","BraA10001718","AT5G20900","JAZ12","jasmonate-zim-domain protein 12","-","YES"
"BraA10001368",-1.75711333920425,5.5313661069708,27.3556525772377,2.56188866994526e-05,9.79216310464749e-05,FALSE,"108.99201"," 32.22417","BraA10001368","AT5G58380","SIP1","SOS3-interacting protein 1","-","-"
"BraA05001757",-1.14602966944209,6.09801181710657,27.3500151467289,2.56531291691496e-05,9.80287091824266e-05,FALSE,"108.51254"," 49.02657","BraA05001757","AT1G53590","NTMC2T6.1","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA05000789",-1.1887038311105,5.20345459159941,27.3406369647177,2.57102038111477e-05,9.81991283638596e-05,FALSE,"60.54936","26.57321","BraA05000789","AT2G39750","AT2G39750","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA06000965",-1.25329198247278,4.88441151138325,27.3385887781032,2.57226872345318e-05,9.82229735738793e-05,FALSE,"52.98810","22.18262","BraA06000965","AT1G50570","AT1G50570","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA10000708",-1.35168213899757,7.24097691286905,27.2937031033568,2.59979218923301e-05,9.91536928968442e-05,FALSE,"288.2860","112.9662","BraA10000708","AT1G45249","ABF2","abscisic acid responsive elements-binding factor 2","YES","YES"
"BraA10002631",-3.33865608993272,3.96498420577107,27.2771071651139,2.61004965769686e-05,9.95207887891195e-05,FALSE,"47.992106"," 4.771572","BraA10002631","AT5G05850","PIRL1","plant intracellular ras group-related LRR 1","-","-"
"BraA05002270",-1.3870354024014,5.76605627816742,27.2631304680627,2.61872240861125e-05,9.98031252095424e-05,FALSE,"95.75292","36.61080","BraA05002270","AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-"
"BraA10002107",-1.49358986342475,5.85304901868384,27.2596580567584,2.62088195118094e-05,9.98612488782087e-05,FALSE,"117.98839"," 41.92249","BraA10002107","AT5G16110","AT5G16110","hypothetical protein","-","-"
"BraA02002927",-1.03362450124319,3.98987609563964,27.2554119269384,2.62352531406597e-05,9.99377745483988e-05,FALSE,"25.32153","12.35610","BraA02002927","AT4G02210","AT4G02210","Myb/SANT-like DNA-binding domain protein","-","-"
"BraA05004311",-3.12597541258492,5.77057810261062,27.2283770600757,2.6404236320897e-05,0.00010045991774013,FALSE,"146.30183"," 16.76996","BraA05004311","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA03004183",-1.93520828259052,5.01249752620048,27.2226445742129,2.64402195486241e-05,0.00010057251225117,FALSE,"73.93095","19.30842","BraA03004183","AT3G20050","TCP-1","T-complex protein 1 alpha subunit","-","-"
"BraA02002152",-1.60593372170802,4.5779874266433,27.2184794046226,2.64663980837531e-05,0.000100647766571219,FALSE,"42.19241","13.85318","BraA02002152","AT1G70330","ENT1","equilibrative nucleotide transporter 1","-","-"
"BraA09001992",-1.84562256940433,2.12194143096141,27.2108868738015,2.65141905336747e-05,0.000100805159178753,FALSE,"8.737099","2.425586","BraA09001992","AT1G44224","AT1G44224","ECA1 gametogenesis related family protein","-","-"
"BraA04001338",-1.48054547720119,3.66615389617116,27.145695071634,2.69284370034928e-05,0.000102256597933649,FALSE,"21.686499"," 7.766973","BraA04001338","AT4G17640","CKB2","casein kinase II beta chain 2","-","-"
"BraA07000250",-2.49589227173252,2.82592328168868,27.0217609998257,2.7735499646497e-05,0.000105118411855493,FALSE,"12.662615"," 2.223635","BraA07000250","AT2G18170","MPK7","MAP kinase 7","-","YES"
"BraA05000315",-1.40608256380909,5.47362772054315,26.980767887788,2.80082101980575e-05,0.000106055243481337,FALSE,"88.91302","33.51871","BraA05000315","AT2G41630","TFIIB","transcription factor IIB","-","-"
"BraA07000715",-1.0667197303822,4.05619870826356,26.9412858187382,2.82736285196602e-05,0.00010692028068284,FALSE,"29.42939","14.04448","BraA07000715","AT1G17450","AT1G17450","B-block binding subunit of TFIIIC","-","-"
