"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA09000377",1.35057715986342,4.30001541549257,40.3727676123493,1.67071557044903e-06,7.55662732151371e-06,FALSE,"13.05304","33.43027","BraA09000377","AT3G28690","AT3G28690","Protein kinase superfamily protein","-","-"
"BraA08003508",1.06735838114725,4.11876941221317,40.3151981711179,1.6887704578009e-06,7.6273305612012e-06,FALSE,"13.77655","28.68772","BraA08003508","AT1G12760","AT1G12760","Zinc finger, C3HC4 type (RING finger) family protein","-","-"
"BraA05003781",1.23430041566902,3.49110386165005,40.2959638009304,1.69484990676112e-06,7.6503979158073e-06,FALSE," 7.563482","17.859675","BraA05003781","AT3G13430","AT3G13430","RING/U-box superfamily protein","-","-"
"BraA07002628",1.21883018151366,5.92465080299645,40.253711133731,1.70828849547159e-06,7.70884774045951e-06,FALSE," 45.24936","105.23513","BraA07002628","AT1G75180","AT1G75180","Erythronate-4-phosphate dehydrogenase family protein","-","-"
"BraA07000884",1.25628790304319,3.22590301080305,40.2118513398669,1.72171642121077e-06,7.75832134837034e-06,FALSE," 6.543105","15.706774","BraA07000884","AT3G23690","AT3G23690","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA04003274",1.15084751800031,4.21129060878441,40.1983176187527,1.72608232344563e-06,7.77576868089132e-06,FALSE,"13.48201","30.07026","BraA04003274","AT2G46070","MPK12","mitogen-activated protein kinase 12","-","-"
"BraA02001594",2.47426500129545,3.55025290015323,40.1724592053144,1.73445760278901e-06,7.81126256592245e-06,FALSE," 6.293781","34.704449","BraA02001594","AT5G53400","BOB1","HSP20-like chaperones superfamily protein","-","YES"
"BraA09005025",1.29778865283606,6.27821585083861,40.1581635929553,1.73910676070645e-06,7.82996007251705e-06,FALSE," 49.29214","121.38403","BraA09005025","AT3G56720","AT3G56720","pre-mRNA-splicing factor","-","-"
"BraA05001688",1.44547177713189,3.54564228463423,40.1267704082568,1.74936392536959e-06,7.86817230588921e-06,FALSE," 8.081160","21.733193","BraA05001688","AT4G20520","AT4G20520","RNA binding / RNA-directed DNA polymerase","-","-"
"BraA09001604",1.53817543585105,3.4769748963757,40.1095959209465,1.75500319750689e-06,7.89024573800585e-06,FALSE," 6.601622","19.310543","BraA09001604","AT1G63500","BSK7","kinase with tetratricopeptide repeat domain-containing protein","-","YES"
"BraA03000697",1.59455484268102,3.14654431114708,40.1060778030989,1.75616081426098e-06,7.89094239693631e-06,FALSE," 5.558732","16.961674","BraA03000697","AT5G15080","AT5G15080","Protein kinase superfamily protein","-","-"
"BraA10002551",5.19864153598569,6.50411917725237,40.0987911230432,1.75856109581489e-06,7.89947250231917e-06,FALSE,"  7.975475","298.911326","BraA10002551","AT5G65207","AT5G65207","hypothetical protein","-","-"
"BraA08000917",4.12775632049383,2.39331430229824,40.032770796832,1.78047188719611e-06,7.99561412395628e-06,FALSE," 0.877404","16.684505","BraA08000917","AT5G33290","XGD1","xylogalacturonan deficient 1","-","-"
"BraA06002332",5.67751810675326,2.03846475582364,40.025954652681,1.78275087067127e-06,8.00356494705241e-06,FALSE," 0.2334086","14.1844927","BraA06002332","AT1G21550","AT1G21550","Calcium-binding EF-hand family protein","-","-"
"BraA09002046",1.00964077363286,6.23304380663088,40.0172176830118,1.78567672210793e-06,8.0144144870199e-06,FALSE," 61.08771","123.15137","BraA09002046","AT5G42820","U2AF35B","Zinc finger C-x8-C-x5-C-x3-H type family protein","-","-"
"BraA05003845",1.53970277694068,3.30695554302479,40.0096003114886,1.78823190013138e-06,8.02359467162712e-06,FALSE," 6.075159","17.830646","BraA05003845","AT3G12760","AT3G12760","defective in cullin neddylation protein","-","-"
"BraA05000162",1.34132015618778,3.81664587438002,40.0011106357435,1.79108436875602e-06,8.03396934469651e-06,FALSE,"10.231185","25.731232","BraA05000162","AT2G47020","AT2G47020","Peptide chain release factor 1","-","YES"
"BraA09006604",1.45887427582805,5.42434737162772,39.9401173454856,1.81172366189622e-06,8.11050353761278e-06,FALSE,"32.35439","89.14884","BraA09006604","AT1G09320","AT1G09320","agenet domain-containing protein","-","-"
"BraA03003091",11.6056411029038,5.59725135946952,42.2790377039864,1.82534933279964e-06,8.16221548246204e-06,FALSE,"  0.06147073","232.02403677","BraA03003091","AT2G46450","CNGC12","cyclic nucleotide-gated channel 12","-","-"
"BraA08000391",1.10986977268655,4.93629757945335,39.8915721089357,1.82833548932558e-06,8.17324640783431e-06,FALSE,"22.93076","49.26111","BraA08000391","AT1G48970","AT1G48970","NagB/RpiA/CoA transferase-like superfamily protein","-","-"
"BraA04000587",2.34967230653923,6.42005625567864,39.8259081882185,1.85106919232933e-06,8.27017572729596e-06,FALSE," 42.03201","213.78172","BraA04000587","AT3G54140","PTR1","peptide transporter 1","-","-"
"BraA05003096",1.64945921574937,2.71343203875203,39.8096592465913,1.85674209151076e-06,8.28873789967761e-06,FALSE," 4.143059","12.856808","BraA05003096","AT3G19460","AT3G19460","Reticulon family protein","-","-"
"BraA06003838",3.09947214977357,3.13690688996746,39.8094831504792,1.85680367434963e-06,8.28873789967761e-06,FALSE," 2.724572","23.732241","BraA06003838","AT5G27520","PNC2","peroxisomal adenine nucleotide carrier 2","-","-"
"BraA08003704",1.99185634202511,2.45438479699188,39.8013125351465,1.85966347554739e-06,8.29915029915394e-06,FALSE," 2.501103","10.150418","BraA08003704","AT1G09420","G6PD4","glucose-6-phosphate dehydrogenase 4","-","-"
"BraA10001933",6.6002204641344,3.87745997948788,39.7432966604141,1.88010786376144e-06,8.38563269356904e-06,FALSE," 0.6720285","67.3499038","BraA10001933","AT5G18270","ANAC087","NAC domain containing protein 87","YES","YES"
"BraA08000461",1.60481650175015,3.29841498140723,39.7412675523905,1.88082731510877e-06,8.38646513875697e-06,FALSE," 6.347953","19.138345","BraA08000461","AT2G26060","emb1345","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA02001539",2.10826294980735,4.07294049360644,39.7216649124736,1.88779316289957e-06,8.41275888562831e-06,FALSE," 7.830997","34.135034","BraA02001539","AT5G54110","MAMI","membrane-associated mannitol-induced","-","-"
"BraA07003628",2.73565911895389,5.86796610050736,39.6838505829054,1.90130994095572e-06,8.46341020097372e-06,FALSE," 20.72955","138.68106","BraA07003628","AT1G73680","ALPHA DOX2","alpha dioxygenase","-","YES"
"BraA08003795",1.22451573243747,3.39752795253274,39.6093752709717,1.92823990104061e-06,8.56632685362101e-06,FALSE," 6.516043","15.332442","BraA08003795","AT1G07640","OBP2","Dof-type zinc finger DNA-binding family protein","YES","YES"
"BraA04000011",1.62745798019837,4.08785642988826,39.6070304036519,1.92909450042532e-06,8.567705258661e-06,FALSE,"11.203920","34.815297","BraA04000011","AT3G63270","AT3G63270","nuclease","-","-"
"BraA08003119",1.23273440385527,6.94941385281649,39.5836224987749,1.93764824190625e-06,8.60084132194145e-06,FALSE," 93.18776","219.01092","BraA08003119","AT1G21900","p24delta5","emp24/gp25L/p24 family/GOLD family protein","-","-"
"BraA08001818",1.13882431153686,5.10438776899845,39.5672722539738,1.94364741908413e-06,8.62017762084648e-06,FALSE,"25.97821","57.18900","BraA08001818","AT4G32440","AT4G32440","Plant Tudor-like RNA-binding protein","-","-"
"BraA04002962",2.01440133541626,6.04439830009199,39.5579565715385,1.94707452499945e-06,8.63294451365955e-06,FALSE," 39.77769","161.42466","BraA04002962","AT5G42440","AT5G42440","Protein kinase superfamily protein","-","-"
"BraA06001872",1.14277454982921,3.95706065862763,39.5420269017106,1.95295005163835e-06,8.65411987972627e-06,FALSE,"11.07453","24.41083","BraA06001872","AT1G16970","KU70","ATP-dependent DNA helicase 2 subunit Ku70-like protein","-","YES"
"BraA05003369",1.65020133842862,2.85138990020616,39.5347163832278,1.95565292542094e-06,8.66365804844515e-06,FALSE," 4.005413","12.663044","BraA05003369","AT5G25475","AT5G25475","AP2/B3-like transcriptional factor family protein","YES","-"
"BraA03006533",6.83928725782036,4.0871718899888,39.5082943646397,1.96545573803317e-06,8.70288005945543e-06,FALSE," 0.6395808","67.3217330","BraA03006533","AT4G37740","GRF2","growth-regulating factor 2","YES","YES"
"BraA01003264",1.20769923153608,3.10967344171894,39.4697105154289,1.97986678182959e-06,8.75368065898812e-06,FALSE," 6.123063","14.166319","BraA01003264","AT5G64960","CDKC2","cyclin dependent kinase group C2","-","YES"
"BraA01001749",1.67631550610674,4.64625680396397,39.459621254681,1.98365403088748e-06,8.7679624954139e-06,FALSE,"14.25581","45.71914","BraA01001749","AT4G25800","AT4G25800","Calmodulin-binding protein","-","-"
"BraA01000632",1.1131821817919,5.73423782811937,39.451389535038,1.98674984070121e-06,8.77671694994024e-06,FALSE,"41.39628","89.54550","BraA01000632","AT4G32160","AT4G32160","Phox (PX) domain-containing protein","-","-"
"BraA03003710",4.0938544938831,3.7454150676125,39.4398276464118,1.99110694278306e-06,8.79349699197681e-06,FALSE," 3.509146","59.617439","BraA03003710","AT3G10986","AT3G10986","LURP-one-like protein (DUF567)","-","-"
"BraA06004232",1.72579633392876,2.62358335783432,39.4302195960094,1.99473564308194e-06,8.80458189066451e-06,FALSE," 3.725260","12.464753","BraA06004232","AT3G27520","AT3G27520","cryptic loci regulator","-","-"
"BraA03000300",1.04787839587376,6.55227077311967,39.4193121102577,1.99886381999187e-06,8.8203298364654e-06,FALSE," 91.43232","189.16693","BraA03000300","AT5G07120","SNX2b","sorting nexin 2B","-","-"
"BraA05004634",7.33251636703502,1.47201794539924,39.4155483324371,2.00029045861107e-06,8.82274865741784e-06,FALSE," 0.05940851","11.93978049","BraA05004634","AT3G02610","AT3G02610","plant stearoyl-acyl-carrier desaturase family protein","-","-"
"BraA09000183",4.82486935957484,2.51654802896239,39.4149086564171,2.00053303420103e-06,8.82274865741784e-06,FALSE," 0.6069723","19.5001236","BraA09000183","AT4G02280","SUS3","sucrose synthase 3","-","-"
"BraA04001546",1.42879622905569,3.96712731483402,39.3465965189511,2.02662309426737e-06,8.9203152974744e-06,FALSE," 9.439582","25.769133","BraA04001546","AT2G21600","RER1B","endoplasmatic reticulum retrieval protein 1B","-","-"
"BraA02003810",1.90466923654413,6.2432637918653,39.3356109904858,2.03085314856641e-06,8.93553227240074e-06,FALSE," 50.88816","190.93934","BraA02003810","AT1G11440","AT1G11440","hypothetical protein","-","-"
"BraA01000407",1.19661624304435,3.77081586137558,39.3324294713517,2.0320800062617e-06,8.93553227240074e-06,FALSE," 9.733135","22.137142","BraA01000407","AT4G34430","CHB3","DNA-binding family protein","-","YES"
"BraA10001566",1.46052989167878,4.36999438447308,39.3047838590247,2.04277469039439e-06,8.97133750747982e-06,FALSE,"12.35313","33.78419","BraA10001566","AT5G60580","AT5G60580","RING/U-box superfamily protein","-","-"
"BraA01001584",3.47456229767787,2.40117632283797,39.2854662495775,2.05028400093941e-06,8.99427819810098e-06,FALSE," 1.376209","16.101320","BraA01001584","AT4G24230","ACBP3","acyl-CoA-binding domain 3","-","-"
"BraA02003218",1.09565489723737,5.56329214090348,39.2105695982017,2.07968346072134e-06,9.11562731042992e-06,FALSE,"35.09153","75.17930","BraA02003218","AT5G47120","BI1","BAX inhibitor 1","-","-"
"BraA08002841",4.96501934481307,2.33098221282888,39.208000637494,2.08069995949371e-06,9.11754380914005e-06,FALSE," 0.6738169","22.7247543","BraA08002841","AT1G28190","AT1G28190","hypothetical protein","-","-"
"BraA07002299",1.08609550599625,4.34594946419875,39.2002467116608,2.0837713469506e-06,9.128461174785e-06,FALSE,"16.57909","35.18269","BraA07002299","AT3G61740","SDG14","SET domain protein 14","-","-"
"BraA04003260",1.7931504094684,3.76304061530533,39.126604604643,2.11318845171537e-06,9.24189670186162e-06,FALSE," 7.019838","24.373778","BraA04003260","AT2G45910","AT2G45910","U-box domain-containing protein kinase family protein","-","-"
"BraA09000475",4.99760020154073,3.68685449606954,39.1049914867539,2.12190749738681e-06,9.27487475947469e-06,FALSE," 1.5238890","46.9417034","BraA09000475","AT5G49360","BXL1","beta-xylosidase 1","-","-"
"BraA09001151",1.00342962176155,5.87873506258847,39.0953898186494,2.12579348869606e-06,9.28670261228863e-06,FALSE,"44.62649","89.51764","BraA09001151","AT2G17420","NTRA","NADPH-dependent thioredoxin reductase A","-","-"
"BraA07001251",1.92416678795573,5.0524995709345,39.0927217440955,2.12687468603849e-06,9.28884782415257e-06,FALSE,"18.66403","70.79686","BraA07001251","AT1G25520","AT1G25520","Uncharacterized protein family (UPF0016)","-","-"
"BraA04002795",1.71874035187168,2.47825251710556,39.0892962743985,2.12826368293952e-06,9.29233574742524e-06,FALSE," 3.587649","11.670396","BraA04002795","AT2G38770","EMB2765","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA02001116",2.29598570738248,3.3535399543336,39.0735477005869,2.13466228735713e-06,9.31252339329304e-06,FALSE," 4.495063","22.189123","BraA02001116","AT5G60580","AT5G60580","RING/U-box superfamily protein","-","-"
"BraA09004496",1.80260363787292,4.95717505722335,39.0624127189572,2.13919902034398e-06,9.32972917157502e-06,FALSE,"19.59972","68.56248","BraA09004496","AT3G50830","COR413-PM2","cold-regulated 413-plasma membrane 2","-","-"
"BraA04000868",1.04924701311851,4.08216837386515,39.0501154579884,2.14422148422578e-06,9.34645421260419e-06,FALSE,"12.57580","25.92075","BraA04000868","AT4G13980","AT-HSFA5","winged-helix DNA-binding transcription factor family protein","YES","-"
"BraA03001884",2.72995270924415,9.49185950420306,39.0331609785657,2.15116708679234e-06,9.37413342915597e-06,FALSE," 303.0667","2011.2608","BraA03001884","AT2G33830","AT2G33830","Dormancy/auxin associated family protein","-","-"
"BraA08003703",1.46963996522304,5.00114985914353,39.025436969893,2.15433942376722e-06,9.38353969481251e-06,FALSE,"21.32712","59.00719","BraA08003703","AT1G09430","ACLA-3","ATP-citrate lyase A-3","-","-"
"BraA07001209",1.51805478829716,4.71536563787657,39.0214995548659,2.15595852094514e-06,9.38721635399072e-06,FALSE,"16.84215","48.17364","BraA07001209","AT1G24490","ALB4","OxaA/YidC-like membrane insertion protein","-","-"
"BraA08002854",2.43875326909905,5.09013460985887,38.9973889934784,2.16590187564354e-06,9.42790252285102e-06,FALSE,"14.36749","77.92022","BraA08002854","AT1G28050","BBX13","B-box type zinc finger protein with CCT domain-containing protein","YES","-"
"BraA08000038",5.39615097207688,2.29035792603192,38.995707745836,2.16659709019685e-06,9.42832131592438e-06,FALSE," 0.5844014","21.8686322","BraA08000038","AT3G13275","AT3G13275","transmembrane protein","-","-"
"BraA05001554",2.59967587141691,2.3481615893618,38.9876534334916,2.16993100413339e-06,9.44021945966269e-06,FALSE," 1.820178","11.227696","BraA05001554","AT2G30080","ZIP6","ZIP metal ion transporter family","-","-"
"BraA07003216",1.50664209215426,6.70011153378429,38.9508286546179,2.18524504949619e-06,9.49634375457482e-06,FALSE," 79.47681","225.67265","BraA07003216","AT1G68580","AT1G68580","Agenet and bromo-adjacent homology (BAH) domain-containing protein","-","-"
"BraA03005103",1.22240573864037,4.67678194421856,38.946305012778,2.1871343506147e-06,9.49930868616868e-06,FALSE,"17.89633","41.68812","BraA03005103","AT4G17830","AT4G17830","Peptidase M20/M25/M40 family protein","-","-"
"BraA10002211",1.04396545716751,5.67198448309637,38.9039788690423,2.20489816804806e-06,9.5659032979814e-06,FALSE,"40.44493","83.44258","BraA10002211","AT5G14680","AT5G14680","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA09002844",2.49707140441923,2.71164212505183,38.7501517607376,2.27079057311746e-06,9.82469588259176e-06,FALSE," 2.225741","12.793476","BraA09002844","AT4G06744","AT4G06744","Leucine-rich repeat (LRR) family protein","-","-"
"BraA03002726",4.14436466187491,1.95072488542053,38.7333142523812,2.27813195610824e-06,9.85375020311727e-06,FALSE," 0.7346261","12.8888123","BraA03002726","AT2G24150","HHP3","heptahelical protein 3","-","-"
"BraA04003161",2.20451039317552,2.71632100385054,38.7316258761912,2.27886953322015e-06,9.85423254200143e-06,FALSE," 2.654261","12.644860","BraA04003161","AT2G43940","HOL3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA06001318",1.34299858113985,2.98141120528181,38.7168813317064,2.28532181818523e-06,9.87670659479283e-06,FALSE," 5.178905","13.111197","BraA06001318","AT1G09710","AT1G09710","Homeodomain-like superfamily protein","YES","-"
"BraA06001985",1.21456767983691,4.76220677862588,38.7030446040812,2.29139490424778e-06,9.89778040396171e-06,FALSE,"19.92908","46.35246","BraA06001985","AT1G18160","AT1G18160","Protein kinase superfamily protein","-","-"
"BraA08003180",1.01294983450218,4.17471492206896,38.7029064244127,2.29145564117131e-06,9.89778040396171e-06,FALSE,"13.39164","27.13331","BraA08003180","AT1G20670","AT1G20670","DNA-binding bromodomain-containing protein","-","YES"
"BraA07003618",6.6575137299952,3.42545503759414,38.6945890190303,2.29511478485537e-06,9.90814775469653e-06,FALSE," 0.3195291","35.6467576","BraA07003618","AT1G73480","AT1G73480","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05001455",3.32462254979471,4.09552228861806,38.6761296409362,2.30325848164257e-06,9.93512976186737e-06,FALSE," 6.287250","61.877202","BraA05001455","AT2G31390","AT2G31390","pfkB-like carbohydrate kinase family protein","-","-"
"BraA07004066",1.23492037430762,2.9619166868724,38.6155563193947,2.33020295410346e-06,1.00458489448339e-05,FALSE," 4.566387","10.849646","BraA07004066","AT1G16890","UBC36","ubiquitin-conjugating enzyme 36","-","-"
"BraA06003217",2.22264699105009,4.77236776815417,38.5700097796837,2.35068881873772e-06,1.0128618123989e-05,FALSE,"13.37103","62.66972","BraA06003217","AT5G64430","AT5G64430","Octicosapeptide/Phox/Bem1p family protein","-","-"
"BraA01004283",1.28520026023968,3.22902070133402,38.4984505171106,2.38327117385911e-06,1.02549721915097e-05,FALSE," 6.322378","15.466469","BraA01004283","AT3G11440","MYB65","myb domain protein 65","YES","YES"
